epoch,lr,train_loss,valid_loss,ppl,meteor,rouge1,rouge2,rougeL
1,0.002212476016889965,7462.407175164473,3764.842230902778,inf,0.07561708626396262,0.0,0.0,0.0
2,0.0015644567947554967,3902.7047269051536,2461.7481608072917,inf,0.09248882530373208,0.0,0.0,0.0
3,0.001277373623927012,2788.1296325530625,1698.8480740017362,inf,0.12686211178741758,0.0,0.0,0.0
4,0.0011062380084449824,1853.1323012732025,1089.39306640625,inf,0.08987659578786221,0.0,0.0,0.0
5,0.0009894493544707868,1396.177713571037,829.0136420355902,inf,0.09783710013206147,0.0,0.0,0.0
6,0.0009032395515876251,1113.1256623614702,680.4165161132812,inf,0.10865673228172942,0.0,0.0,0.0
7,0.0008362373317693698,954.5386006826147,547.5316209581163,inf,0.10562125222932069,0.0,0.0,0.0
8,0.0007822283973777484,806.3059086620359,433.70709838867185,inf,0.09930437460823846,0.0,0.0,0.0
9,0.0007374920056299882,663.7760714958783,384.1355129665799,inf,0.09281002743800996,0.0,0.0,0.0
10,0.0006996463481869454,612.903286964971,356.27688937717016,inf,0.08908562781425783,0.0,0.0,0.0
11,0.0006670866186985481,566.8141701299146,315.5592834472656,inf,0.10170516603954548,0.0,0.0,0.0
12,0.000638686811963506,512.2875553599575,290.20406019422745,inf,0.0646359708748139,0.0,0.0,0.0
13,0.0006136304403562384,481.38833098064987,264.08924797905814,inf,0.08161711457413444,0.0,0.0,0.0
14,0.000591309087975466,446.0937278193041,243.66966044108074,inf,0.105738344556484,0.0,0.0,0.0
15,0.0005712588511532102,409.7617989064458,229.67854444715712,inf,0.08806906694316068,0.0,0.0,0.0
16,0.0005531190042224912,387.6115640817131,209.55859646267362,inf,0.08489927608310927,0.0,0.0,0.0
17,0.000536604253634304,371.9443067966547,199.70284016927084,inf,0.09998580990493984,0.0,0.0,0.0
18,0.0005214855982518322,345.4080616274573,193.267529296875,inf,0.09303405033431732,0.0,0.0,0.0
19,0.0005075768090858286,328.9981432462993,184.1283206515842,inf,0.0926707144520529,0.0,0.0,0.0
20,0.0004947246772353934,314.1144484899994,176.27399359809027,inf,0.08755313524766486,0.0,0.0,0.0
21,0.00048280184860345995,304.9164308629239,174.41634521484374,inf,0.09725049521995925,0.0,0.0,0.0
22,0.00047170147172054814,288.20826342589874,155.74913635253907,inf,0.10258569166649432,0.0,0.0,0.0
23,0.00046133314027714165,280.4797245876532,157.4281009250217,inf,0.08803948772527267,0.0,0.0,0.0
24,0.00045161977579381255,278.47432752719203,152.25933702256944,inf,0.0931847443559642,0.0,0.0,0.0
25,0.000442495203377993,270.18666807093416,151.48009880913628,inf,0.0361487217888706,0.0,0.0,0.0
26,0.00043390224551838346,261.6378800241571,140.27410481770832,inf,0.10065903152451419,0.0,0.0,0.0
27,0.0004257912079756707,249.34577410322683,139.90169050428602,inf,0.0750868415818002,0.0,0.0,0.0
28,0.0004181186658846849,242.23685908496827,135.4929187350803,inf,0.07350686214802246,0.0,0.0,0.0
29,0.0004108464821649987,236.37207015952967,135.38433363172743,inf,0.0860976065154442,0.0,0.0,0.0
30,0.00040394100746327154,230.8047826475368,124.76040988498264,inf,0.08886090970910589,0.0,0.0,0.0
31,0.00039737242324051805,222.78369729560717,123.90788031684028,inf,0.08531036224961952,0.0,0.0,0.0
32,0.0003911141986888742,217.7769410938846,119.93530137803819,inf,0.08541499721528646,0.0,0.0,0.0
33,0.00038514263887840406,212.04335304967742,117.81013726128472,inf,0.09726982361748066,0.0,0.0,0.0
34,0.00037943650655836245,207.6399518923652,115.79590081108941,inf,0.07764828870414929,0.0,0.0,0.0
35,0.00037397670383187097,203.0450329696923,106.26871999104817,inf,0.09622398864670072,0.0,0.0,0.0
36,0.0003687460028149941,198.26352536767945,109.7779288397895,inf,0.06655606795446187,0.0,0.0,0.0
37,0.0003637288166141008,193.77543280656477,108.31941969129774,inf,0.024899714343366665,0.0,0.0,0.0
38,0.0003589110036776191,188.72141508709518,100.89546474880642,inf,0.08337843091199555,0.0,0.0,0.0
39,0.0003542796999226229,184.47082496585702,98.58287455240885,inf,0.08941608899091272,0.0,0.0,0.0
40,0.0003498231740934727,179.98867595165893,99.55413089328341,inf,0.06826208858422299,0.0,0.0,0.0
41,0.00034553070264602495,176.6653957510353,97.75048149956598,inf,0.06441079882902148,0.0,0.0,0.0
42,0.00034139246111690745,173.38914979251106,95.19964447021485,inf,0.08678247447224795,0.0,0.0,0.0
43,0.0003373994294708953,170.07281214969797,96.68880513509114,inf,0.07376806733623383,0.0,0.0,0.0
44,0.00033354330934927406,166.59000540138186,92.38868509928385,inf,0.07660378010375438,0.0,0.0,0.0
45,0.00032981645149026225,164.03629763801595,91.98430243598091,inf,0.06385962281757421,0.0,0.0,0.0
46,0.0003262117918760517,161.42631136863153,87.9028069390191,inf,0.09715103704010197,0.0,0.0,0.0
47,0.00032272279539295035,158.81546219369224,97.90748155381945,inf,0.10116722642187184,0.0,0.0,0.0
48,0.000319343405981753,156.9624285399167,93.17423333062067,inf,0.07368352279410638,0.0,0.0,0.0
49,0.0003160680024128521,153.44696362335281,85.81171129014757,inf,0.11478259044625543,0.0,0.0,0.0
50,0.0003128913589510993,151.14826013091812,85.03538682725694,inf,0.08824613182032315,0.0,0.0,0.0
51,0.00030980861028406364,149.08566574823288,84.59627736409506,inf,0.06955642506688889,0.0,0.0,0.0
52,0.0003068152201781192,147.25882413094504,81.48469170464409,inf,0.044560057060514836,0.0,0.0,0.0
53,0.0003039069534029548,144.82601655276497,82.37681935628255,inf,0.0897018107661757,0.0,0.0,0.0
54,0.00030107985052920836,142.6798824224257,77.40962236192492,inf,0.08782496237991587,0.0,0.0,0.0
55,0.0002983302052580872,140.93973005863657,79.60967271592882,inf,0.05932112470165436,0.0,0.0,0.0
56,0.000295654543987733,138.81123040373762,79.37061377631294,inf,0.058728568785140545,0.0,0.0,0.0
57,0.0002930496073601145,136.86642448406172,79.1967054578993,inf,0.0891816014653358,0.0,0.0,0.0
58,0.0002905123335655086,134.79396571491594,76.6629160563151,inf,0.09395786578307029,0.0,0.0,0.0
59,0.0002880398432100954,133.46312767162658,76.62839711507162,inf,0.022927725174074477,0.0,0.0,0.0
60,0.0002856294255766051,132.43728431185386,79.08842129177518,inf,0.08900915393341216,0.0,0.0,0.0
61,0.00028327852612895234,130.21240878762458,74.45377248128256,inf,0.0689763588212465,0.0,0.0,0.0
62,0.00028098473512990114,128.57119636248825,73.13334757486979,inf,0.0726582075303568,0.0,0.0,0.0
63,0.00027874577725645657,127.26584967515224,74.09818318684896,inf,0.0831573023450822,0.0,0.0,0.0
64,0.0002765595021112456,126.02308811579731,73.08621334499783,inf,0.09449728494353048,0.0,0.0,0.0
65,0.00027442387553993584,124.16710829197017,69.5437744140625,inf,0.08618261081708235,0.0,0.0,0.0
66,0.0002723369716750011,123.07912506256486,70.96933941311306,inf,0.07875688800991948,0.0,0.0,0.0
67,0.00027029696563509836,121.79257800644801,66.92690039740668,inf,0.09322347666395162,0.0,0.0,0.0
68,0.000268302126817152,120.58344458099594,67.3973626030816,inf,0.09601463076692542,0.0,0.0,0.0
69,0.00026635081272510314,119.55589252366757,66.67515970865885,inf,0.10182409778384953,0.0,0.0,0.0
70,0.0002644414632853091,119.30367328768087,66.78821767171225,inf,0.10230356661320578,0.0,0.0,0.0
71,0.00026257259560388043,117.86990109780677,66.54845708211263,inf,0.09671776396369003,0.0,0.0,0.0
72,0.0002607427991259161,116.89265116832608,66.41482772827149,inf,0.09742364388872263,0.0,0.0,0.0
73,0.000258950731160727,115.76327464933085,65.1732181125217,inf,0.0922957309805888,0.0,0.0,0.0
74,0.0002571951127407888,114.38419322919727,65.56902347140841,inf,0.09896811518306285,0.0,0.0,0.0
75,0.00025547472478540243,112.91150321099991,64.81553098890517,inf,0.04086443451299149,0.0,0.0,0.0
76,0.0002537884045429143,112.2931058114035,66.82016949123806,inf,0.09339185513806701,0.0,0.0,0.0
77,0.00025213504228790404,111.23186301707027,63.20205230712891,inf,0.08782474683893601,0.0,0.0,0.0
78,0.0002505135782520218,110.0998174719942,65.11494861178927,inf,0.08856377556108715,0.0,0.0,0.0
79,0.00024892299976919007,109.1885962426513,60.665933481852214,inf,0.054115325622557296,0.0,0.0,0.0
80,0.0002473623386176967,108.20354805853134,63.32011956108941,inf,0.0892275742327954,0.0,0.0,0.0
81,0.0002458306685433294,107.42245710941783,62.593819597032336,inf,0.025370063224857808,0.0,0.0,0.0
82,0.00024432710294915676,106.7664688607505,63.13763300577799,inf,0.08850706852593748,0.0,0.0,0.0
83,0.00024285079273886465,106.08436362665698,60.31029908921983,inf,0.1071505697867767,0.0,0.0,0.0
84,0.00024140092430172998,105.05597617930935,61.85947689480252,inf,0.09161641405563777,0.0,0.0,0.0
85,0.00023997671762836847,104.18534145498634,58.19722552829319,inf,0.08599981028941964,0.0,0.0,0.0
86,0.00023857742454734237,103.40608534657567,58.11412167019314,inf,0.0803349928146417,0.0,0.0,0.0
87,0.0002372023270735728,103.22158153792073,59.49479124281142,inf,0.08194007429928804,0.0,0.0,0.0
88,0.00023585073586027407,101.73901522069946,62.25543212890625,inf,0.0646186727601018,0.0,0.0,0.0
89,0.0002345219887468278,101.05730499420548,57.81414243910048,inf,0.07436116280666237,0.0,0.0,0.0
90,0.00023321544939564846,100.5450399107204,55.95938144259983,inf,0.10080942239230148,0.0,0.0,0.0
91,0.00023193050601166568,99.35692997982628,56.95078845553928,inf,0.1055822444740384,0.0,0.0,0.0
92,0.00023066657013857083,99.03487583628872,56.63593504163954,inf,0.08873938185604098,0.0,0.0,0.0
93,0.00022942307552644702,98.65301917131085,56.581796095106334,inf,0.11450111977924524,0.0,0.0,0.0
94,0.00022819947706583386,97.79675505215064,57.4839111328125,inf,0.1035148121919298,0.0,0.0,0.0
95,0.00022699524978366916,97.51605048693511,55.33542921278212,inf,0.1022958043331829,0.0,0.0,0.0
96,0.00022580988789690627,96.81488828730762,54.11439463297526,inf,0.09263733898071126,0.0,0.0,0.0
97,0.000224642903919933,95.96824024554184,52.664932081434465,inf,0.10366579888737777,0.0,0.0,0.0
98,0.0002234938278222138,95.71559179396857,54.4539912753635,inf,0.11845630376086036,0.0,0.0,0.0
99,0.00022236220623284938,94.92200986245521,55.170835706922745,inf,0.11920414066936101,0.0,0.0,0.0
100,0.0002212476016889965,94.41296310233592,53.72893922593858,inf,0.03780542209862851,0.0,0.0,0.0
101,0.00022014959192531792,93.97855348515331,55.435889689127606,inf,0.09415505979817788,0.0,0.0,0.0
102,0.00021906776920184177,93.42894291698485,51.75920037163628,inf,0.11823703242299097,0.0,0.0,0.0
103,0.00021800173966779994,92.69766969609081,51.94878896077474,inf,0.10697019270849827,0.0,0.0,0.0
104,0.00021695112275919173,91.94957675790428,52.77426605224609,inf,0.03983519232862066,0.0,0.0,0.0
105,0.0002159155506279797,91.39635295437691,50.24354629516601,inf,0.09430249287938708,0.0,0.0,0.0
106,0.00021489466760097345,90.49666538095116,49.61076617770725,inf,0.10139222107914168,0.0,0.0,0.0
107,0.00021388812966659386,90.21911391638275,51.099181450737845,inf,0.09268381589422575,0.0,0.0,0.0
108,0.00021289560398783536,89.51843858302983,50.274146440294054,inf,0.08606832631070299,0.0,0.0,0.0
109,0.00021191676843986044,88.70452611249192,51.08148676554362,inf,0.09057517105805696,0.0,0.0,0.0
110,0.00021095131117076807,88.16893584746167,50.01327048407661,inf,0.1030157755941425,0.0,0.0,0.0
111,0.0002099989301841751,87.66448976521504,50.420509084065756,inf,0.11617365547991017,0.0,0.0,0.0
112,0.00020905933294234244,87.47318459035161,50.07162467108832,inf,0.09125383052499716,0.0,0.0,0.0
113,0.00020813223598866102,86.87730782492119,50.47681706746419,inf,0.09994146947291556,0.0,0.0,0.0
114,0.00020721736458839213,86.54278038617662,49.601337093777126,inf,0.09133160075036977,0.0,0.0,0.0
115,0.000206314452386627,86.08911997094788,46.94218538072374,inf,0.10107257714453405,0.0,0.0,0.0
116,0.00020542324108249936,85.33040295746692,48.609601423475475,inf,0.10385088775392512,0.0,0.0,0.0
117,0.00020454348011874612,84.55345811580955,48.36105253431532,inf,0.09464595010085562,0.0,0.0,0.0
118,0.00020367492638576838,84.2147139929291,48.16985176934136,inf,0.10287233846892845,0.0,0.0,0.0
119,0.00020281734393939941,84.04565527206077,49.63824691772461,inf,0.09031991724429565,0.0,0.0,0.0
120,0.00020197050373163577,83.2351555501608,49.093299102783206,inf,0.09986341282727197,0.0,0.0,0.0
121,0.0002011341833536332,83.08253329857848,48.00221430460612,inf,0.07553512883350351,0.0,0.0,0.0
122,0.0002003081667903128,82.35704245125142,45.572389899359806,inf,0.07711860268327711,0.0,0.0,0.0
123,0.00019949224418596304,81.88387625558036,46.10818659464518,inf,0.0716024315611919,0.0,0.0,0.0
124,0.00019868621162025902,81.61396106920745,45.65264994303386,inf,0.10109147079299377,0.0,0.0,0.0
125,0.00019788987089415736,81.03236624352017,47.30756878323025,inf,0.09252469785320967,0.0,0.0,0.0
126,0.00019710302932515533,80.75285322146308,47.378250715467665,inf,0.08858274168313304,0.0,0.0,0.0
127,0.0001963254995514346,80.2855005096971,45.645167117648654,inf,0.10082977706361829,0.0,0.0,0.0
128,0.0001955570993444371,79.49881415498585,45.525035264756944,inf,0.11354479186255893,0.0,0.0,0.0
129,0.00019479765142944757,79.52517122732368,44.470511457655164,inf,0.08831602954263948,0.0,0.0,0.0
130,0.00019404698331378176,78.97887902510793,44.6802606370714,inf,0.08041321489596333,0.0,0.0,0.0
