epoch,lr,train_loss,valid_loss,ppl,meteor,rouge1,rouge2,rougeL
1,0.002212476016889965,7070.107755962171,4006.6605034722224,inf,0.10435760098874702,0.0,0.0,0.0
2,0.0015644567947554967,4452.67747799675,2685.485427517361,inf,0.07765543387450166,0.0,0.0,0.0
3,0.001277373623927012,3068.8196045533755,2024.1258138020833,inf,0.09686046805258759,0.0,0.0,0.0
4,0.0011062380084449824,2228.7398140125706,1490.572243923611,inf,0.09242504723880213,0.0,0.0,0.0
5,0.0009894493544707868,1796.0677624848254,1083.73818359375,inf,0.08264422352349791,0.0,0.0,0.0
6,0.0009032395515876251,1497.916280569588,915.4154351128473,inf,0.10741111492637358,0.0,0.0,0.0
7,0.0008362373317693698,1249.1316967345122,711.0779269748264,inf,0.0842062867428527,0.0,0.0,0.0
8,0.0007822283973777484,1106.8127777940947,641.2356404622395,inf,0.10635253900997495,0.0,0.0,0.0
9,0.0007374920056299882,936.1464823863859,548.146982828776,inf,0.1065347416207316,0.0,0.0,0.0
10,0.0006996463481869454,808.3212300159579,457.51888495551214,inf,0.09963516899236922,0.0,0.0,0.0
11,0.0006670866186985481,675.6760881084547,374.4816745334201,inf,0.08706311108863143,0.0,0.0,0.0
12,0.000638686811963506,579.8276153793909,321.79522772894967,inf,0.10586273123504536,0.0,0.0,0.0
13,0.0006136304403562384,522.9520880907102,287.4585625542535,inf,0.07929381713593757,0.0,0.0,0.0
14,0.000591309087975466,465.50712864620044,248.8014662000868,inf,0.08912481824299864,0.0,0.0,0.0
15,0.0005712588511532102,427.299111426026,227.40359700520833,inf,0.09090108588051336,0.0,0.0,0.0
16,0.0005531190042224912,398.47437502447525,218.77864922417535,inf,0.09082031126685364,0.0,0.0,0.0
17,0.000536604253634304,371.6325373828859,197.07076924641927,inf,0.08065924988341032,0.0,0.0,0.0
18,0.0005214855982518322,344.6883401894629,178.83809882269966,inf,0.08531351467796151,0.0,0.0,0.0
19,0.0005075768090858286,325.92731515984786,168.24954460991754,inf,0.08918535620797705,0.0,0.0,0.0
20,0.0004947246772353934,309.8486494480219,162.93304714626737,inf,0.09856340278535687,0.0,0.0,0.0
21,0.00048280184860345995,289.5231994399451,155.16484714084203,inf,0.09480585530120998,0.0,0.0,0.0
22,0.00047170147172054814,277.0669221806347,149.02023027208116,inf,0.09440840679514265,0.0,0.0,0.0
23,0.00046133314027714165,263.7806496679932,142.93803812662762,inf,0.094503399780422,0.0,0.0,0.0
24,0.00045161977579381255,250.70568966208245,132.40151078965928,inf,0.10305312005332368,0.0,0.0,0.0
25,0.000442495203377993,240.4995904602204,130.02322336832682,inf,0.10587996422242323,0.0,0.0,0.0
26,0.00043390224551838346,231.48814652139382,125.37265218098959,inf,0.06998447388870657,0.0,0.0,0.0
